,"SC-superconducting, NM-normal, TS-transitional",,,,,,,Beam Parameters,,,Laser Parameters,,,Channel assignments,,,,,,,
Series Number,Type,Voltage (V),#Traces (neutron assumed 3600),Seconds of DAQ,Rad source?,Fridge Temp (mK),PMT Series,Beam Current (nA),Beam B Field (mT),Terminal Voltage (MV),Laser Pulse Freq (MHz),Laser Burst Freq (Hz),Laser Power,CH2&3,CH1,CH4,CHD0 ,CHD1,CHD2,"Bias (percentage, CH2, CH3)",Comment
20190715122247,Beam + Laser,100,,3600,Neutron,52,20190715122249,520,198.177,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1143 1153",
20190715132652,Beam + Laser,100,,3600,Neutron,52,20190715132654,490,198.178,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1143 1153",beam current unstable
20190715142833,Beam + Laser,100,,3600,Neutron,52,20190715142832,500,198.178,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1143 1153",
20190715154417,Beam + Laser,100,,3600,Neutron,52,20190715154419,490,198.171,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1143 1153",
20190715164430,Beam + Laser,100,,3600,Neutron,52,20190715164430,490,198.171,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1143 1153",
20190715174457,Beam + Laser,100,,3600,Neutron,52,20190715174457,510,198.177,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1143 1153",
20190715184504,Beam + Laser,100,,3600,Neutron,52,20190715184508,510,198.171,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1143 1153",
20190715194636,Beam + Laser,100,,3600,Neutron,52,20190715194638,500,198.173,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1143 1153",
20190715204649,Beam + Laser,100,,3600,Neutron,52,20190715204652,500,198.174,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1143 1153",
20190715214700,Beam + Laser,100,,2958,Neutron,52,20190715214703,410,198.174,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190716092228,IV curve,100,,0,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190716092745,SC noise,100,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190716092839,NM noise,100,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190716093924,TS noise,100,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716094021,Laser,100,300,300,No,52,,,,,1,101,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716094603,Laser,100,300,300,No,52,,,,,1,101,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716095201,Laser,100,300,300,No,52,,,,,1,101,10,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716095722,Laser,100,-1,3310,No,52,,,,,1,101,4,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716105305,Beam + Laser,100,,3600,Neutron,52,20190716105310,570,198.176,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716115319,Beam + Laser,100,,3600,Neutron,52,20190716115324,530,198.172,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716130914,Beam + Laser,100,,3600,Neutron,52,20190716130918,510,198.176,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716140927,Beam + Laser,100,,3600,Neutron,52,20190716140931,570,198.171,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716151001,Beam + Laser,100,,3600,Neutron,52,20190716151002,490,198.179,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716161017,Beam + Laser,100,,3600,Neutron,52,20190716161021,570,198.178,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716171308,Beam + Laser,100,,3600,Neutron,52,20190716171310,550,198.17,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716181312,Beam + Laser,100,,3600,Neutron,52,20190716181318,570,198.177,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716191506,Beam + Laser,100,,3600,Neutron,52,20190716191508,560,198.172,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716201518,Beam + Laser,100,,341,Neutron,52,20190716201519,560,198.172,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",I accidently stopped the PMT DAQ at around 20:25 (Emile).
20190716202119,Beam + Laser,100,,3600,Neutron,52,20190716202121,580,198.175,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716212129,Beam + Laser,100,,3600,Neutron,52,20190716212130,590,198.178,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1148 1161",
20190716225115,Fe55,0,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190716225644,Fe55,1,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190716230211,Fe55,2,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190716230802,Fe55,5,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190716231452,Fe55,10,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190716232253,Fe55,0,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190716232829,Fe55,-1,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190716233424,Fe55,-2,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190716234144,Fe55,-5,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190716235215,Fe55,-10,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717094525,IV curve,100,,0,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190717095943,IV curve,100,,0,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190717100713,SC noise,100,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190717100745,NM noise,100,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190717100915,TS noise,100,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717101034,Laser,100,300,300,No,52,,,,,1,101,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717101545,Laser,100,300,300,No,52,,,,,1,101,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717102326,Laser,100,300,300,No,52,,,,,1,101,10,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717102908,Laser,100,-1,2151,No,52,,,,,1,101,4,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717110614,Beam + Laser,100,,3600,Neutron,52,20190717110613,550,198.177,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717120744,Beam + Laser,100,,3600,Neutron,52,20190717120744,600,198.179,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717130851,Beam + Laser,100,,3600,Neutron,52,20190717130850,550,198.173,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717141154,Beam + Laser,100,,3600,Neutron,52,20190717141156,590,198.175,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717151309,Beam + Laser,100,,3600,Neutron,52,20190717151309,500,198.171,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717161449,Beam + Laser,100,,3600,Neutron,52,20190717161450,600,198.177,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717171509,Beam + Laser,100,,3600,Neutron,52,20190717171510,600,198.177,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717181536,Beam + Laser,100,,3600,Neutron,52,20190717181537,550,198.179,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717191700,Beam + Laser,100,,3600,Neutron,52,20190717191702,590,198.175,0.94,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717201743,Beam + Laser,100,,3600,Neutron,52,20190717201745,480,198.172,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",
20190717211757,Beam + Laser,100,,3600,Neutron,52,20190717211759,500,198.17,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1162",The beam went crazy at about 20 mins
20190718092155,IV curve,100,,0,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190718092940,SC noise,100,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190718093121,NM noise,100,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190718100200,TS noise,100,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718101302,Laser,100,300,300,No,52,,,,,1,101,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718102534,Laser,100,300,300,No,52,,,,,1,101,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718103102,Laser,100,300,300,No,52,,,,,1,101,10,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718103620,Laser,100,-1,811,No,52,,,,,1,101,4,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718105010,Beam + Laser,100,,3600,Neutron,52,20190718105010,630,198.18,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718115020,Beam + Laser,100,,3600,Neutron,52,20190718115021,510,198.173,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718125326,Beam + Laser,100,,3600,Neutron,52,20190718125323,550,198.171,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718135354,Beam + Laser,100,,3600,Neutron,52,20190718135354,550,198.177,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718145402,Beam + Laser,100,,3600,Neutron,52,20190718145402,540,198.179,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718155742,Beam + Laser,100,,3600,Neutron,52,20190718155743,580,198.174,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718165750,Beam + Laser,100,,3600,Neutron,52,20190718165750,550,198.177,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718175818,Beam + Laser,100,,3600,Neutron,52,20190718175821,550,198.17,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718185830,Beam + Laser,100,,3600,Neutron,52,20190718185831,560,198.175,0.941,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718195932,Beam + Laser,100,,3600,Neutron,52,20190718195934,,,,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190718205959,Beam + Laser,100,,3600,Neutron,52,20190718210003,,,,1,0.5,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1141 1157",
20190719091637,IV curve,0,,0,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190719092124,SC noise,0,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190719092244,NM noise,0,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190719092411,TS noise,0,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719094502,Fe55,0,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719095821,Fe55,1,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719101211,Fe55,2,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719102549,Fe55,3,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719103303,Fe55,4,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719104526,Fe55,7,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719105246,Fe55,12,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",the temperature drifted
20190719105753,Fe55,12,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719110927,Fe55,20,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719112131,Fe55,40,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719113225,Fe55,50,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719114822,Fe55,70,300,300,Fe55,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719125210,Laser,200,300,300,No,52,,,,,1,101,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719125728,Laser,200,300,300,No,52,,,,,1,101,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719130311,Laser,200,300,300,No,52,,,,,1,101,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719131455,Beam + Laser,180,,3600,Neutron,52,20190719131458,500,198.177,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719141507,Beam + Laser,180,,3600,Neutron,52,20190719141513,500,198.18,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719151921,Beam + Laser,180,,3600,Neutron,52,20190719151926,520,198.175,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719162108,Beam + Laser,180,,3600,Neutron,52,20190719162113,500,198.171,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719172135,Beam + Laser,180,,3600,Neutron,52,20190719172135,500,198.175,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719182142,Beam + Laser,180,,3600,Neutron,52,20190719182145,520,198.178,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719192152,Beam + Laser,180,,3600,Neutron,52,20190719192156,510,198.177,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719202210,Beam + Laser,180,,3600,Neutron,52,20190719202209,540,198.174,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719212445,Beam + Laser,180,,3600,Neutron,52,20190719212445,550,198.175,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190719222558,Beam + Laser,180,,3600,Neutron,52,20190719222600,510,198.179,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1151 1162",
20190720091943,IV curve,180,,0,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190720092548,SC noise,180,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190720092622,NM noise,180,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190720100026,TS noise,180,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720101749,Laser,180,300,300,No,52,,,,,1,101,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720103023,Laser,180,300,300,No,52,,,,,1,101,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720105829,Laser,180,300,300,No,52,,,,,1,101,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720110357,Laser,180,300,300,No,52,,,,,1,101,10,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720110914,Laser,180,-1,978,No,52,,,,,1,101,4,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720112659,Beam + Laser,180,,3600,Neutron,52,20190720112701,500,198.173,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720130200,Beam + Laser,180,,3600,Neutron,52,20190720130200,500,198.171,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720140301,Beam + Laser,180,,3600,Neutron,52,20190720140303,520,198.179,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720150318,Beam + Laser,180,,3600,Neutron,52,20190720150319,550,198.175,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720160639,Beam + Laser,180,,3600,Neutron,52,20190720160641,550,198.178,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720170622,Beam + Laser,180,,3600,Neutron,52,20190720170623,550,198.174,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720181134,Beam + Laser,180,,3600,Neutron,52,20190720181136,510,198.176,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720192229,Beam + Laser,180,,3600,Neutron,52,20190720192230,500,198.171,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720202239,Beam + Laser,180,,3600,Neutron,52,20190720202242,500,198.175,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190720213255,Beam + Laser,180,,3600,Neutron,52,20190720213258,500,198.178,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1150 1161",
20190721093315,IV curve,180,,0,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190721094853,IV curve,180,,0,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190721095624,SC noise,180,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190721095701,NM noise,180,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190721100413,TS noise,180,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721100717,Laser,180,300,300,No,52,,,,,1,101,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721101230,Laser,180,300,300,No,52,,,,,1,101,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721102348,Laser,180,300,300,No,52,,,,,1,101,10,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721104913,Laser,180,-1,1485,No,52,,,,,1,101,4,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721111504,Beam + Laser,180,,3600,Neutron,52,20190721111505,510,198.173,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721121533,Beam + Laser,180,,3600,Neutron,52,20190721121534,470,198.172,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721131545,Beam + Laser,180,,3600,Neutron,52,20190721131548,510,198.177,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721141556,Beam + Laser,180,,3600,Neutron,52,20190721141559,510,198.173,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721151611,Beam + Laser,180,,3600,Neutron,52,20190721151614,510,198.178,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721161718,Beam + Laser,180,,3600,Neutron,52,20190721161721,460,198.175,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721171731,Beam + Laser,180,,332,Neutron,52,20190721171736,450,198.173,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721181805,Beam + Laser,180,,0,Neutron,52,20190721181805,520,198.179,0.941,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721192109,Beam + Laser,180,,0,Neutron,52,20190721192110,500,198.175,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721202141,Beam + Laser,180,,0,Neutron,52,20190721202145,500,198.18,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190721212536,Beam + Laser,180,,0,Neutron,52,20190721212539,500,198.177,0.94,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1160",
20190722103004,IV curve,180,,0,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190722104006,SC noise,180,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190722104037,NM noise,180,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,,
20190722104544,TS noise,180,,10,No,52,,,,,,,,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722105756,Laser,180,300,,No,52,,,,,1,101,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722110304,Laser,180,300,,No,52,,,,,1,101,20,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",temperature at 52.3 mK
20190722111143,Laser,180,300,,No,52,,,,,1,101,10,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722111728,Laser,180,3600,,No,52,,,,,1,101,4,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722115915,Beam + Laser,180,,3600,Neutron,52,20190722115914,870,198.173,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722125930,Beam + Laser,180,,3600,Neutron,52,20190722125930,900,198.175,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722135945,Beam + Laser,180,,3600,Neutron,52,20190722135945,900,198.178,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722135958,Beam + Laser,180,,3600,Neutron,52,20190722145959,950,198.174,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722160052,Beam + Laser,180,,3600,Neutron,52,20190722160051,890,198.174,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722170419,Beam + Laser,180,,3600,Neutron,52,20190722170417,960,198.179,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722180646,Beam + Laser,180,,3600,Neutron,52,20190722180647,970,198.173,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722192437,Beam + Laser,180,,3600,Neutron,52,20190722192437,990,198.182,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722202449,Beam + Laser,180,,3600,Neutron,52,20190722202449,920,198.172,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722212457,Beam + Laser,180,,3600,Neutron,52,20190722212458,980,198.18,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
20190722222511,Beam + Laser,180,,3600,Neutron,52,20190722222510,940,198.178,0.939,1,0.5,40,TES,Triangle,N/C,N/C,N/C,Time sync,"~30%, 1147 1159",
